,Provider_Id,HoldingCompanyName,DBAName,ProviderName,num_block
290,44036,Sycamore Telephone Company,Sycamore Telephone Co,SYCAMORE TELEPHONE COMPANY,792
291,44044,FractalVision,FractalVision,"FractalVision Technology Services, Inc.",18
292,44045,"Leap Communications, LLC","Leap Communications, LLC","Leap Communications, LLC",172
293,44047,Van Horne Cooperative Telephone Company,Van Horne Cooperative Telephone Company,Van Horne Cooperative Telephone Company,184
294,44048,Town of Mountain Village,Mountain VIllage Metropolitan District,Mountain Village Metropolitan District,61
295,44057,Cross Telephone Company LLC,Cross Cable LLC,Cross Telephone Company,232
296,44057,Cross Telephone Company LLC,Cross Telephone Company LLC,Cross Telephone Company,1165
297,44059,Citizens Telephone Corporation,Citizens Telephone Corporation,CITIZENS TELEPHONE CORP,555
298,44063,Colo Telephone Company,Central Iowa Broadband,Central Iowa Broadband,85
299,44065,"Aeneas Communications, LLC",Aeneas Communications,"Aeneas Communications, LLC",518
300,44066,C-M-L Telephone Cooperative Association,CML Telephone Cooperative Association,"CML Telephone Cooperative, Association of Meriden, Iowa",589
301,44067,"Symplified Technologies, LLC","Symplified Technologies, LLC","Symplified Technologies, LLC",236
302,44068,McDonough Telephone Cooperative Inc.,MTC Communications,MTC COMMUNICATIONS INC,2095
303,44078,Dunkerton Telephone Cooperative,Dunkerton Telephone Cooperative,Dunkerton Telephone Cooperative,220
304,44084,"Compudyne, Inc.",Compudyne,Compudyne Inc.,397
305,44085,Speed of Light Broadband,Speed of Light Broadband,Speed Of Light Broadband,10673
306,44086,Colo Telephone Company,Colo Telephone Company,Colo Telephone Company,170
307,44090,"KanOkla Telephone Association, Inc.",Kanokla,"KanOkla Communications, Inc.",30838
308,44091,Farmers Mutual Telephone Company-Jesup,Farmers Mutual Telephone Company,Farmers Mutual Telephone Co,397
309,44092,Griswold Cooperative Telephone Company,Griswold Cooperative Telephone Company,Griswold Cooperative Telephone Company,819
310,44095,Keystone Farmers Cooperative Telephone Company,Keystone Farmers Cooperative Telephone Company,Keystone Farmers Cooperative Telephone Company,352
311,44099,Ogden Telephone Company,Ogden Telephone Company,Ogden Telephone Company,272
312,44100,Sharon Telephone Company (IA),Sharon Telephone Company,Sharon Telephone Company,522
313,44101,Ogden Telephone Company,Ogden Telephone Company,Ogden Telephone Company,37
314,44104,Superior Telephone Cooperative,Superior Telephone Cooperative,Superior Telephone Cooperative,111
315,44109,Woolstock Mutual Telephone Assoc.,Woolstock Mutual Telephone Association,Woolstock Mutual Telephone Association,5206
316,44112,"St. John Telephone, Inc.",Colfax Highline,Colfax Highline Cable Co.,260
317,44117,"DPAccess, LLC",DPAccess,"DPAccess, LLC",68
318,44121,"Sound Internet Services, Inc.",PogoZone,"Sound Internet Services, Inc.",6429
319,44125,LTD Broadband LLC,LTD Broadband,LTD Broadband LLC,6567
320,44127,"Darien Telephone Company, Inc.",Darien Telephone Co.,Darien Telephone Company Inc,520
321,44128,Brazoria Telephone Company,BTEL Communications,Brazoria Telephone Company,283
322,44128,Brazoria Telephone Company,Coastal Link,Brazoria Telephone Company,326
323,44129,Ellijay Telephone Company,ETC,"ETC Communications, LLC",1402
324,44130,Le-Ru Telephone Company,Le-Ru,Le-Ru Telephone Co.,316
325,44131,"Citizens Telephone Company, Inc. (GA)",Citizens Telephone Company,"Citizens Telephone Company, Inc.",498
326,44132,"Home Telephone Company, Inc. (SC)",Home Telecom,"Home Telephone ILEC, LLC d/b/a Home Telecom",3671
327,44134,"Xclutel, LLC","Xclutel Communications, LLC","Xclutel, LLC",111
328,44135,Ellijay Telephone Company,ETC,Ellijay Telephone Co,1164
329,44138,TOTE Holdings LLC,"Totelcom Communications, LLC","Totelcom Communications, LLC",2472
330,44139,"Ligonier Telephone Co., Inc.",Ligonier Telephone Company,"Ligonier Telephone Co., Inc.",573
331,44140,"Ligonier Telephone Co., Inc.",Ligtel Communications,LIGTEL COMMUNICATIONS INC.,6445
332,44141,"Dycom Holding, Inc.",Wilkes,Wilkes Telephone & Electric Co.,1742
333,44142,Grand Telephone Company,Grand,Grand Telephone Company,725
334,44143,"West Carolina Rural Telephone Cooperative, Inc.","West Carolina Rural Telephone Cooperative, Inc.","West Carolina Rural Telephone Cooperative, Inc.",994
335,44144,"Lintel, Inc.",Hart Telephone Co.,Hart Telephone Company,2384
336,44145,City of Wadsworth,CityLink,City of Wadsworth,902
337,44146,"LaHarpe Telephone Company, Inc. (IL)","LaHarpe Telephone Company, Inc.","LaHarpe Telephone Company, Inc.",341
338,44147,"1stPoint Communications, LLC",1stPoint,"1stPoint Communications, LLC",4
339,44152,DTC Holding Company,Diller Telephone Co,Diller Telephone Co,682
340,44153,DTC Holding Company,DIODE COMMUNICATIONS,Diode Cable Company,10068
341,44163,Scatter Creek Ltd.,Kalama Telephone Company,Kalama Telephone Company,354
342,44167,"Cox Communications, Inc.",Cox Communications,"Cox Communications, Inc",344865
343,44168,Scatter Creek Ltd.,Tenino Telephone Company,Tenino Telephone Company,462
344,44170,"Plains Internet, LLC",Plains Internet LLC,"Plains Internet, LLC",86
345,44172,Wilkes Telephone Membership Corporation,RIVERSTREET NETWORKS,BARNARDSVILLE TELEPHONE CO.,154
346,44173,Wilkes Telephone Membership Corporation,RIVERSTREET NETWORKS,SALUDA MOUNTAIN TELEPHONE CO.,306
347,44175,"Lipan Telephone Company, Inc.",Lipan Telephone Company,"Lipan Telephone Co., Inc.",741
348,44176,Eastern Carolina Broadband LLC,Eastern Carolina Broadband LLC,Mr,232
349,44177,Anterior Communications LLC,Anterior Broadband,Anterior Broadband,68
350,44180,Mountain West Technologies Corporation,Chugwater Telephone Co.,Chugwater Telephone Company,28
351,44185,Sebastian Enterprises,Sebastian - Audeamus,AUDEAMUS,1781
352,44185,Sebastian Enterprises,Sebastian - Foresthill,AUDEAMUS,519
353,44185,Sebastian Enterprises,Sebastian - Kerman,AUDEAMUS,1042
354,44186,"Horizon Telcom, Inc.",Horizon,The Chillicothe Telephone Co,3382
355,44188,Sebastian Enterprises,Sebastian - Audeamus,Foresthill Telephone Co,1781
356,44188,Sebastian Enterprises,Sebastian - Foresthill,Foresthill Telephone Co,519
357,44188,Sebastian Enterprises,Sebastian - Kerman,Foresthill Telephone Co,1042
358,44189,Duo County Telephone Cooperative Inc.,Duo County Telecom,"Cumberland Cellular, Inc. d/b/a Duo County Telecom",390
359,44190,Duo County Telephone Cooperative Inc.,Duo County Telephone Coop.,"Duo County Telephone Cooperative, Inc.",1168
360,44192,The Champaign Telephone Company,The Champaign Telephone Company,The Champaign Telephone Company,1196
361,44193,Sebastian Enterprises,Sebastian - Audeamus,Kerman Telephone Co,1781
362,44193,Sebastian Enterprises,Sebastian - Foresthill,Kerman Telephone Co,519
363,44193,Sebastian Enterprises,Sebastian - Kerman,Kerman Telephone Co,1042
364,44197,"Layer2 Holdings, Inc.",Layer2 Communications,"Layer2 Licensing, Inc.",3
365,44199,Price County Telephone Company,Price Co TelCom,"Price County Information Systems, Inc.",165
366,44200,"FIrst American Holdings, Inc.",North Texas Telephone Company,North Texas Telephone Company,191
367,44201,"Co-Mo Electric Cooperative, Inc.",Co-Mo Comm Inc.,"Co-Mo Comm, Inc.",7178
368,44202,Tnet Broadband Internet,Tnet Broadband Internet LLC,Tnet/High Desert Online,463
369,44209,AireBeam,AireBeam,"FibAire Communications, LLC d/b/a AireBeam",14844
370,44213,Headland Communications,Headland Communications,Headland Communications,25
371,44215,Uniti Group Inc.,Hunt Telecommunications,"Hunt Telecommunications, LLC",1547
372,44227,West Liberty Telephone Company,"Cloudburst 9, LLC",Cloudburst9  LLC,3274
373,44228,"MCC Network Services, LLC",MCC Networks,"MCC Network Services, LLC",539
374,44233,"Mid-States Services, LLC","Mid-States Services, LLC","Mid States Services, LLC.",1112
375,44234,Northern Telephone and Data Corp.,Northern Telephone and Data,Northern Telephone & Data,635
376,44235,"Mechcom Dot Net, LLC",MechcomDotNet,Mechcom Dot Net,7893
377,44236,"CynergyComm.net, Inc.",CynergyComm,CynergyComm.net,48
378,44240,"Carr Communications, Inc.",Carr Telephone Company,Carr Telephone Company,738
379,44242,"Spring Valley Telephone Company, Inc.",Celect Communications,"Celect Communications, LLC",54
380,44243,"IdeaTek Telcom, LLC",IdeaTek,"IdeaTek Telcom, LLC",588
381,44248,Pixius Communications LLC,Pixius Communications,Pixius Communications,64970
382,44249,Wilkes Telephone Membership Corporation,RIVERSTREET NETWORKS,SERVICE TELEPHONE COMPANY,259
383,44251,Rockwell Cooperative Telephone Association,Rockwell Cooperative Telephone Association,Rockwell Cooperative Telephone Association,1622
384,44256,Wilkes Telephone Membership Corporation,"RiverStreet Communications Of NC, Inc.","RiverStreet Communications of NC, Inc.",279
385,44257,Price County Telephone Company,Price County Telephone,Price County Telephone Company,1022
386,44258,"Spring Valley Telephone Company, Inc.",Spring Valley Telephone,"Spring Valley Telephone Company, Inc.",190
387,44259,"Continental Divide Electric Cooperative, Inc.","Continental Divide Electric Cooperative, Inc.","Continental Divide Electric Cooperative, Inc.",147
388,44262,Readlyn Telephone Company,Readlyn Telephone Company,Readlyn Telephone Company,147
389,44263,Readlyn Telephone Company,Readlyn Telephone Company,Readlyn Telephone Company,147
390,44266,"Signal, Inc.",SignalInc,MICHAEL STEIL,1
391,44267,Terril Telephone Cooperative,Terril Telephone Cooperative,Terril Telephone Cooperative,242
392,44268,TOTE Holdings LLC,"Totelcom Networks, LLC","Totelcom Networks, LLC",3765
393,44271,NebraskaLink Holdings LLC,"NebraskaLink Holdings, LLC",NebraskaLink LLC,7326
394,44272,NebraskaLink Holdings LLC,"NebraskaLink Holdings, LLC",NebraskaLink Holdings LLC,7326
395,44273,"Horizon Communications, Inc.",Silver Star Communications,"Silver Star Telephone Company, Inc. dba Silver Star Communications",902
396,44274,"Hanson Communications, Inc.",Middle Point Home,The Middle Point Home Telephone Company,342
397,44275,"Tower Net Communications, Inc.",Tower Net Communications Inc,"Tower Net Communications, Inc.",74
398,44276,Hanson Communications Inc.,TSC,Telephone Service Company,1265
399,44277,"Hanson Communications, Inc.",TSCCI,"TSC Communications, Inc.",3763
400,44279,"Virginia Cloud Technologies, Inc.",Virginia Cloud Technologies Inc.,"Virginia Cloud Technologies, Inc.",28
401,44281,"Nedelco, Incorporated",Hamilton Telephone Comapny,Hamilton Telephone Company,7
402,44281,"Nedelco, Incorporated",Hamilton Telephone Company,Hamilton Telephone Company,2601
403,44282,"Nedelco, Incorporated",Hamilton.net Inc,"Hamilton.net, Inc.",21617
404,44283,"Horizon Communications, Inc.",Silver Star Communications,"Columbine Telephone Company, Inc. dba Silver Star Communications",1982
405,44284,"Horizon Communications, Inc.",Silver Star Communications,"Millennium Networks, LLC",4964
406,44285,Green Hills Telephone Corporation,Green Hills Technologies,"Green Hills Communications, Inc. dba: Green Hills Technologies",3716
407,44289,Wahkiakum West Inc.,Wahkiakum West,Western Wahkiakum County Telephone Company,336
408,44291,"Communications 1 Network, Inc.",Communications 1 Network,"Communications 1 Network, Inc.",296
409,44292,"Communications 1 Network, Inc.",Communications 1 Network,"Communications 1 Network, Inc.",388
410,44295,Barnes City Cooperative Telephone Company,Barnes City Coopeartive Telephone Company,Barnes City Cooperative Telephone Company,73
411,44297,"Valley Telephone Cooperative, Inc. (AZ/NM)",Valley Telecom Group,"Copper Valley Telephone, Inc.",1107
412,44299,Cooperative Telephone Company,Cooperative Telephone Company,Cooperative Telephone Company,1799
413,44301,"Farmers Mutual Telephone Company of Stanton, Iowa",Farmers Mutual Telephone Company,"The Farmers Mutual Telephone Company of Stanton, Iowa",759
414,44304,St. Paul Cooperative Telephone,ST PAUL COOPERATIVE TELEPHONE ASSOCIATION,ST PAUL COOPERATIVE TELEPHONE ASSOCIATION,144
415,44305,Hawkeye Telephone Company,Hawkeye Interconnect Company,Hawkeye Interconnect Company,25
416,44306,City of Chanute Kansas,City of Chanute,Chanute City of,575
417,44308,"CalNeva Broadband, LLC",CalNeva Broadband,"CalNeva Broadband, LLC",856
418,44309,"Eastern Oregon Net, Inc.","Eastern Oregon Net, Inc","Eastern Oregon Net, Inc.",1322
419,44310,Gibson Electric Membership Corporation,Gibson Connect,"Gibson Connect, LLC",485
420,44314,"CarolinaConnect Cooperative, Inc.",CarolinaConnect Cooperative Inc.,CarolinaConnect Cooperative Inc.,1431
421,44316,"LTC Holding Company, Inc.",Loretto Telephone Company Inc.,"Loretto Telephone Company, Inc.",1263
422,44318,Hubbard Cooperative Telephone Association,Hubbard Cooperative Telephone Association,Hubbard Cooperative Telephone Association,552
423,44319,"DoveTel Communications, LLC",DoveTel Communications LLC,"DoveTel Communications, LLC dba SyncGlobal Telecom",201
424,44321,Mutual Telephone Company of Morning Sun,Louisa Communications,Louisa Communications,1599
425,44323,Peace Valley Telephone Company,"Peace Valley Telephone Co., Inc.","Peace Valley Telephone Co., Inc.",126
426,44324,Massena Telephone Company,Massena Telephone Company,Massena Telephone Company,334
427,44325,"Computer Sales & Services, Inc.",CSSInc,"CSS, Inc.",8563
428,44326,Rock Port Telephone Company,Midwest Data Center,Midwest Data Center,2846
429,44328,Coon Valley Farmers Telephone Company,Coon Valley Farmers Telephone,Coon Valley Farmers Telephone Company,438
430,44330,"New Knoxville Telephone Company/GoldStar Communications, LLC","NKTelco, Inc.","NKTELCO, INC.",2288
431,44331,"Bear River Communications, LLC",Blue Spring Broadband,Blue Spring Broadband,5524
432,44333,"Citizens Telephone Company of Higginsville, Missouri","Citizens Cablevision, Inc.","Citizens Cablevision, Inc.",1399
433,44334,"Cutter Communications, Inc.",Grayson Collin Communications,"Cutter Communications, Inc. dba GCEC Telecom",595
434,44337,The Ridgeville Telephone Company,Ridgeville Telephone Company,The Ridgeville Telephone Company,184
435,44339,Red Shift Internet Services,Red Shift,"Nitelog, Inc",1785
436,44340,"Wi-Fiber, Inc.",Wi-Fiber,"Wi-Fiber, Inc.",276
437,44341,GCI Holdings LLC,"United Utilities, Inc.","United Utilities, Inc.",452
438,44343,"Defiance Holdings, LLC",MetaLINK Technologies Inc.,"MetaLINK Technologies, Inc.",36643
439,44346,"First American Holdings, Inc.","Oklatel Communications, Inc.","OKLATEL COMMUNICATIONS, INC.",1376
440,44348,"Kennebec Telephone Company, Inc.","Kennebec Telephone Co., Inc.","KENNEBEC TELEPHONE COMPANY, INC",551
441,44349,Socket Telecom LLC,Socket Telecom,"Socket Telecom, LLC",6185
442,44350,Clarksville Mutual Telephone Company,Clarksville Mutual,Clarksville Mutual Telephone Company,121
443,44352,City of Glenwood Springs,"CITY OF GLENWOOD SPRINGS, COMMUNITY BROADBAND NETWORK",City of Glenwood Springs,66
444,44354,North Dakota Telephone Company,North Dakota Telephone Company,North Dakota Telephone Company,10865
445,44355,Nittany Media Inc.,"Nittany Media, Inc.","Nittany Media, Inc.",5443
446,44356,Dumont Telephone Company,Dumont Telephone Company,Dumont Telephone Company,354
447,44357,LICT Corporation,Alpha Enterprises,"Alpha Enterprises Limited, Inc.",1
448,44358,LICT Corporation,Upper Peninsula Telephone Co,Upper Peninsula Telephone Co,814
449,44359,LICT Corporation,Michigan Broadband Services,Michigan Central Broadband Company,155
450,44360,"Alyrica Networks, Inc.",ALYRICA NETWORKS INC.,"Alyrica Networks, Inc.",18964
451,44362,WIFIRUS,"WIFIRUS, LLC.",WIFIRUS,39
452,44363,"Moapa Valley Telecommunications, Inc.",Moapa Valley Telephone,Moapa Valley Telephone Co.,654
453,44364,Mutual Telephone Company of Morning Sun,Mutual Telephone Company of Morning Sun,"Mutual Telephone Company of Morning Sun, Iowa",1377
454,44365,Partner Communications Cooperative,Partner Communications Cooperative,Partner Communications Cooperative,1336
455,44366,Rock Port Telephone Company,Rock Port Telephone Company,Rock Port Telephone Company,942
456,44367,"Springville Cooperative Telephone Association, Inc.",Springville Cooperative Telephone Association,"Springville Cooperative Telephone Association, Inc.",232
457,44368,Wellman Cooperative Telephone Association,Wellman Cooperative Telephone Association,Wellman Cooperative Telephone Association,908
458,44369,Partner Communications Cooperative,Partner Communications Cooperative,Partner Communications Cooperative,18
459,44371,"Mid-Rivers Telephone Cooperative, Inc.",Mid-Rivers Telephone Cooperative Inc,"Mid-Rivers Telephone Cooperative, Inc.",23500
460,44374,EagleZip.com LLC,EagleZip.com,EagleZip.com LLC,1746
461,44375,"Lavalink, LLC",Lavalink,"Lavalink, LLC",19
462,44376,"Texhoma Wireless, LLC","Texhoma Wireless, LLC","Texhoma Wireless, L.L.C.",319
463,44377,"Ridgetop Networks, LLC","Ridgetop Networks, LLC","Ridgetop Networks, LLC",287
464,44378,Danville Mutual Telephone Company,Danville Mutual Telephone Company,Danville Mutual Telephone Company,398
465,44379,"AiroComm, LLC",AiroComm,AiroComm,112
